Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Denmark,DNK,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,109150052132,115111916809,111886844190,138094873105,138964910326,152690732178,142962900446,156144903578,185006961302,187632400366,173537588008,176992000955,177965224621,164158800460,164791416350,178635160297,218095997085,251242843551,264559522420,282961088316,319500339842,352591553716,319762353336,319810991981,341498686833,325012162410,338927058604,346119472128,295164313329,
Dominican Republic,DOM,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593916229,21171583983,21709726722,23996100575,24892595799,26571659051,21277171990,22039210346,34004081037,35952890849,44073886687,48152993004,48193458083,53864484468,58361928552,60595109805,61198323069,63968906782,67103263863,
Algeria,DZA,2723637615,2434766869,2001460831,2703004013,2909340110,3136284384,3039859262,3370870459,3852147121,4257253368,4863487558,5077222325,6761786485,8715106139,13209713766,15557934473,17728348385,20971901065,26364491684,33243421341,42345276290,44348670716,45207090661,48801372218,53698280328,57937867712,63696299981,66742269086,59089065518,55631488295,62045098375,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640611686,54790060513,54744714110,56760288396,67863829705,85324998959,103198229168,117027304788,134977088396,171000692135,137211039900,161207268841,200013050828,209047389600,209703529364,213518488688,166838617797,
East Asia & Pacific (excluding high income),EAP,80113571739,70289380302,64336023661,69620014377,80785184312,94308059267,103191181760,99977845064,100967542969,113368996714,126371455224,135807868212,153963756557,194144439220,219542165008,246790667154,250852444550,290185338265,282703680832,327826886247,379701796560,406396619766,423679774112,443971039498,479962127481,525017900909,521621705517,515390295649,576346662502,625037421669,670743614734,730666092997,817076733011,885003477841,1064755492301,1314199145093,1509483086250,1563077636107,1432013910330,1574796925708,1734761006169,1848042678829,2045056566271,2311271263097,2680311883730,3098395166356,3726966139386,4711543268173,5954994316175,6451422780838,7820047724903,9553720213218,10654515359178,11736937181300,12613483230942,13067365836501,
Early-demographic dividend,EAR,154062305606,155130157559,160506635352,169793834237,194731534533,212525523011,209323344494,219611729259,237402964705,265289645811,280264809887,303061500027,332934196104,425825195643,596238971178,640945291507,700637781234,783902810499,868271000765,1055005167231,1302882228290,1456145680725,1384589160793,1398165805812,1376685018629,1409467268613,1428120849050,1439029623449,1550984925464,1585843347999,1826235778637,1934238847203,2119935078882,2317276522063,2425290892851,2486371780835,2715128075274,2900807271289,2855593134320,3028971934065,3284075333940,3248588653840,3153810083176,3522277632589,4109317989270,4789642022156,5485886376605,6523587674572,7336330876685,7057713847264,8545646445320,9527990856609,9970409251861,10153468536425,10267576728376,9844617142362,
East Asia & Pacific,EAS,153260797440,153896935337,157405249113,175478297791,201733728222,224590610794,251059731134,272101226123,299912378962,345469571926,404888269859,449284431450,557221988078,734625789387,846727606594,927127851595,1019820296647,1215746585047,1534538756031,1667961036119,1804118123526,1993389915678,1950560484151,2068409630981,2216860880897,2349448136643,3059775474372,3578742869960,4311280346879,4512166698104,4723765211353,5321555575557,5807720344669,6505779140260,7259200705016,8196922828656,7882231027753,7571010005587,6749634417941,7536036416640,8134972960509,7569472361380,7699642208882,8466425469011,9495504403454,10109793687934,10735047074407,12034386705189,13879943313791,14286733547469,16673982045590,19305185364057,20672762161030,20875744465602,21489750195354,21281190210608,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873977203727,929247383296,901525803845,829032584513,814629396211,706804529375,754577700523,764203110429,796343755228,739951045281,620913915155,691863158028,689527078175,787659459439,994036235606,1313402116227,1662609599261,2041983500225,2638942157616,3266448634454,2561454506091,3053602710403,3756644589448,3933219690080,4118705734434,3855117220952,2887774281436,
Europe & Central Asia,ECS,432656625077,460554912955,503514141812,555231591823,614876339046,669091773244,726900835065,782080010336,815666703478,895519486138,1007054316689,1135719777353,1360998856441,1728653947971,1953178690602,2281914943782,2371864333027,2688070796162,3281022133714,4014065937596,4546637687087,4046452346231,3899514211693,3782863843735,3635231134665,3762874077344,5135518754030,6346645427968,7064962213200,7220711968101,8834246521228,9119021509926,9779378932103,8987404887549,9399139642570,10742681748074,10965729057386,10397177313430,10655615214414,10533952901168,9923995518868,10030968549735,10977637441560,13381296525073,15603972322561,16620602117941,17993680902039,21036509418589,23094541896587,20328395650493,20831861081311,23074478120078,22175687215616,23110837459637,23364556897813,19985557261150,
Ecuador,ECU,1010325138,979108807,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,100917372000,100871770000,
"Egypt, Arab Rep.",EGY,,,,,,5111621014,5339520613,5579168510,6109112150,6861743341,7682491836,8266003571,8763960703,9616725366,9015166840,11437965585,13360476862,14636028767,14849909491,18150000571,22912500556,23405404730,25592365394,28137369499,30642873038,34689560465,35880262675,40507934171,35044634015,39648442534,43130416913,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,107484034871,130478960092,162818181818,188982374701,218888324505,236001858960,276353323880,286011230726,301498960052,330778550717,
Euro area,EMU,245386241656,270105124294,299745519786,336267272650,374005189860,408113569928,445034283572,483434879624,518256574136,572524611077,641475861772,727061116843,878391849865,1140242543462,1292946270361,1499325188220,1564553702777,1779500318742,2179093810332,2639822693361,2956798746878,2569872314414,2488019142817,2427237101261,2328306642695,2392102469721,3357309385642,4152830923306,4567418067789,4665713777370,5871828806255,6104675780195,6735065197026,6168830540439,6515692960195,7520575802216,7611827361713,6959114593251,7150931157033,7118844449244,6486434236202,6592315690137,7172616545634,8850017864403,10150822253140,10533601232499,11182560713393,12875443086004,14113385887163,12903002401225,12640394222575,13621187831939,12634444937185,13184566405708,13407425497264,11539744200243,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101652,467872715,531688312,578015625,693535954,686490090,745526155,688921326,706370816,752368496,729321367,870247703,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,
Spain,ESP,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,114465300290,118185307386,132089531435,160163483073,214019077343,232134606637,202257045774,195464408602,170486866357,171635463362,180302412231,250638463467,317882187037,375138723325,413630538018,535101248776,575598537070,629202392004,523649481762,529121577320,612939685081,640998292395,588692045455,617041986858,633194118900,595402616547,625975838926,705145868624,906853273138,1069555500372,1157276458152,1264551499185,1479341637011,1634989014208,1499074742984,1431672847682,1487924659438,1339946773437,1369261671179,1381342101736,1199057336143,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373658537,4746104825,5066242110,5617109801,5726895230,5685773519,6245072062,7322068381,9833875339,12059204969,14006093769,16963630661,22237065426,24194038377,19652486802,19494662252,23168793439,23135266649,25246787742,26485161116,22691482755,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302369,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,61537143095,
European Union,EUU,358922972955,390771369276,426888339346,470275222819,521173444987,567564120857,615255293913,661136229655,687181779246,754761330703,854921499432,967037566147,1157913773229,1470281352403,1652452541718,1926524939993,1995327976466,2259667203944,2769294440362,3382152166519,3860240603800,3415380954280,3287321532884,3186368294668,3058829206349,3161958181877,4335669039796,5365086177644,5984460045735,6109445248631,7577008828898,7863770112665,8569019642257,7813273518554,8296860804940,9525457155497,9735448852001,9180731939720,9502191433931,9488108903885,8818086715617,8922661784768,9732741442663,11859660657836,13701690846115,14334011439138,15295130473683,17685550146490,19029134448899,17020888550380,16946058883844,18321253083348,17249382954725,17986267255955,18516744672413,16229464160143,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225095475138,210723387118,203660262506,228378856254,261554313179,318331378027,372416553340,462915859615,587734073099,539539590146,630598962659,673405046514,778846053095,786443896397,779682093941,699440550639,
Finland,FIN,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,109103056148,119064708328,141517648888,127866490222,112625431378,89255751015,103321570859,134199346405,132099404608,126833123354,133936359591,135225868315,125539893127,129250111857,139552983249,171071106095,196768065557,204436015421,216552502823,255384615385,283742493042,251499027508,247814569536,273657214345,256706466091,269980111643,272335981539,229810358212,
Fiji,FJI,112334368,116993978,122912941,129461582,140040154,147084750,150603926,162625886,166952937,182182068,219878482,247749328,316650509,425963359,558589871,684268281,694552412,719533137,829239490,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774537140,3977652383,4196263712,4531870927,4386008745,
France,FRA,62651474947,68346741504,76313782252,85551113767,94906593388,102160571409,110597467199,119466139620,129847107788,140725497222,148948860281,166564460755,204283485046,265381555687,286526186579,362000917852,373410270418,411464295266,508183139535,615834104224,703525302701,617589619795,586837009682,561852138738,532648802822,555197109067,774556302680,938368438284,1023504019381,1030122352457,1275300566197,1275563306592,1408724907063,1330094973361,1401636342155,1609892232882,1614245416079,1460709148123,1510758283300,1500275942894,1368438363737,1382218344519,1500337850555,1848124153499,2124112242364,2203678646934,2325011918203,2663112510266,2923465651091,2693827452070,2646994701987,2862502085071,2681416108537,2808511203185,2829192039172,2421682377731,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419,2613458942,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835160,315725617,318071979,,
Gabon,GAB,141468978,167637907,182796536,154480244,215679855,226474286,245849782,271543680,294468565,318124701,323802475,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590716232,18179717776,14339723935,
United Kingdom,GBR,72328047042,76694360636,80601939635,85443766670,93387598814,100595782309,107090721447,111185383410,104702736248,112676874822,130671946244,148113896325,169965034965,192537971583,206131369799,241756637168,232614555256,263066457352,335883029722,438994070309,564947710899,540765675241,515048916841,489618008186,461487097632,489285164271,601452653181,745162608269,910122732124,926884816754,1093169389205,1142797178131,1179659529660,1061388722256,1140489745944,1237561937825,1306575663027,1446444007859,1537103345479,1565408509950,1554801028900,1535942133295,1680256294964,1943025306122,2297889051629,2418941818182,2588077276909,2969733893557,2793376838235,2314577036922,2403504326329,2594904662714,2630472981170,2712296271990,2990201431078,2848755449421,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094915506,3510540809,3613500117,2800024314,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766809099,11638536891,14434619982,15846474596,16140047072,16509305828,13965385802,
Ghana,GHA,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,37864368220,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759,6231725485,6624068016,6699203543,
"Gambia, The",GMB,,,,,,,44212354,46695363,41160659,45168723,52296837,55728609,59161545,75187970,95797533,115182522,112189468,138094243,171836793,207114383,241080709,218764446,216051496,213446563,177338802,225724852,185646209,220626484,266673126,284119692,317083374,690314321,714255461,755042548,746491693,785996982,848237109,803630743,840285265,814723460,782915402,687408805,578236035,487038822,578785279,624174724,655068696,798870894,965769128,900639748,952429030,904256643,912569687,903779657,850903179,,
Guinea-Bissau,GNB,,,,,,,,,,,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523634,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150573,226313493,236880814,235619995,253966920,270419779,268551011,206457553,224446652,370173852,392278164,415843480,476388249,531109347,586791836,591829898,695606314,864107768,825796953,847491367,1105497904,995582731,1026663833,1109009638,1056851008,
Equatorial Guinea,GNQ,,,9122751,10840095,12712471,64748333,69110000,72317447,67514286,67225714,66331429,64946955,65429198,81203227,94159863,104295643,103653050,103987520,,,50642881,36731423,44294648,44442457,50320914,62118565,76407397,93345848,100534663,88265975,112119407,110906032,134707184,136047896,100807002,141853368,232463036,442337849,370687619,621117886,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,9144693758,10776721748,16021701872,10219467607,12709498548,17229758160,18011041667,17135584685,15529729677,9397792253,
Greece,GRC,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,105143232380,116224673043,108809058859,116601802107,136878366230,145861612826,143157600025,144428172835,142540728958,130133845771,136191353468,153830947017,201924270316,240521260988,247783001865,273317737047,318497936901,354460802549,330000252153,299379400265,287779921184,245670666639,239509850570,235574074998,195212006432,
Grenada,GRD,,,,,,,,,,,,,,,,,,53322221,67548147,78314813,83614813,87888887,95229628,101211109,110099998,128211109,144011109,167229627,184533330,213066663,221070366,241570370,250914815,250259259,261777778,276296296,294651852,304940741,340814815,379629407,520044370,520444185,540336926,591018407,599118593,695370296,698518519,758518519,825925926,771278111,771015889,778648667,799882148,842571333,911803778,978148148,
Greenland,GRL,,,,,,,,,,,69520029,88570999,106101302,140153754,169918944,211192464,240779416,282269773,355987428,420645795,476051769,435749014,402403057,416184086,379371914,412876396,603016318,787390447,898607671,929799902,1018977225,1016500016,1037916105,927214128,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1402452662,1617227234,1650283229,1811232805,2039990870,2301745558,2314737667,2287220565,2503747857,2356004771,2419043094,2441226080,,
Guatemala,GTM,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652289,7231963327,7084399840,7841603167,8410724406,7650125576,9406097735,10440842165,11399942453,12983235568,14656917900,15781579950,17788559414,19393672244,18317172141,19290566570,18702802399,20776403844,21917430474,23965276000,27211377220,30231249362,34113107085,39136436553,37733609939,41338008617,47654783851,50388460920,53851143341,58722323918,63794348775,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,170216239,185849533,194949510,175757892,194774510,213235288,228705876,250176464,229750000,249300000,267800000,282050000,285380965,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357117,482000000,489333333,437631611,453488352,504651117,354591840,413799990,379779379,396582263,336708419,368281379,442273433,540874934,621626786,705406001,749138010,717530683,694754988,712667897,696281472,722460886,741929343,785918770,824880550,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3166029056,
High income,HIC,1061547027477,1123569234451,1213086438530,1305439235040,1425576537821,1547927519981,1697599972508,1820482846224,1971924171089,2164343077457,2377955107724,2639515350657,3061745036831,3703380948449,4177708451016,4660369820205,5077263970797,5748094083570,6882736158752,7960497640544,8892965197364,9030124838917,8945120040204,9234410558195,9632040331347,10124998682866,12284881772652,14226507670454,16021914773023,16784859275016,18876078912686,19959160949016,21472557362263,21662067037575,23213220338558,25640771971094,25858010714231,25461932944989,25525404973392,26811578592630,27352381849619,27106872095727,28272290182358,31713755106690,35306410070973,37325946280335,39416035048981,43122956068566,45798551885188,42921199491857,45004571433226,48550161152377,48574243046868,49063797981111,49974206838027,46985246880274,
"Hong Kong SAR, China",HKG,1320799755,1530754831,1724850873,1975045362,2274710604,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272278635,120353947981,135812069769,144652912433,159717233622,177352785420,168886163222,165768095392,171668164083,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405594,219279678430,214046415026,228637697575,248513617677,262629441493,275742650851,291229801008,309928790732,
Honduras,HND,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386396,3563448310,3048896181,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105542971,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19380958759,20152043003,
Heavily indebted poor countries (HIPC),HPC,14592907001,15461076536,16293587580,17546812038,19185730073,21564486587,23372925600,24277703509,24891352871,26893120884,28689860786,30485766784,32848207640,39295282273,47935528235,55079584183,60272924047,70012116150,80133580576,91207904354,98584901657,100277045184,98923529913,96024946558,99622891419,105400880100,121207363859,135280796697,132916170808,127276282397,129542859159,133849686964,121817566391,123960349454,110378530389,126160957446,132123613942,138643962548,142824031936,143052197585,155067104326,147407959038,160217734472,182328520248,209456861338,242142881352,289278609272,344282388553,414834540640,418406213174,463041658271,518092245145,551768364746,598256607150,631606458922,617584097145,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967,57770884729,57136241867,48732003674,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473540602,2257121668,1878248741,2167564195,2813320255,2907452193,3338897648,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452718010,8776370457,8877465911,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34583889128,38541488005,39929011357,42955922069,46199009360,46484876516,47130701347,48615206876,49032987301,47169872903,53656435272,67516529107,84998508738,103641111185,112530908271,114733732592,139079807957,157094861350,129774040645,130093753006,139930994007,127176184359,134401774738,138346650089,120687138088,
IBRD only,IBD,291600392222,278597851043,291043710019,310396061906,351999029769,386609551371,397426953939,408467284242,432546531516,483858075509,524234687863,572896716417,644885253605,829914609149,1048568959923,1134770619824,1238894056190,1404397251053,1520297130353,1818351595112,2135191170412,2317062726226,2298209113595,2269695052592,2305783532438,2430561799088,2523764375409,2570852452628,2816866710890,3039770590970,3441215760483,3713696221301,3698685111242,3957313334930,4329186379983,4850488346795,5294350636548,5603662287022,5437469736931,5281499649646,5744543377725,5824208760660,5910324944530,6671760268575,7950611866261,9498589360335,11261833681365,14026485854789,16819391389297,16303920448127,19802516478850,23332688199099,24732994734893,26134689040909,26732497040852,24991119119692,
IDA & IBRD total,IBT,329453460167,319422989684,334204406494,355849363512,401062598477,441461782580,456813090537,470012109444,496373591146,554605289010,607810262597,655948425847,731140158217,928937846206,1182136390154,1293437592093,1405156909579,1585291968082,1720965192014,2055784525678,2417862977969,2609587408211,2578927365923,2523034645705,2558273232700,2694089059512,2812483535282,2898519687019,3141124455104,3342931545925,3763803691425,4048137212960,4023651111226,4276294384679,4644770561167,5217174592768,5698815881293,6024036671085,5856519025635,5709761412287,6215651386960,6286167525769,6404717410852,7230198622917,8600100718848,10251803505086,12163537617206,15080822076051,18084696567505,17553135060069,21382172112681,25127753689618,26672058470865,28227898736923,28995921589292,27212287211883,
IDA total,IDA,40229644447,43037768979,45465805246,47857179971,51555311192,57671817929,62621382033,64926584300,67242380185,74481924132,88537380218,87391672919,90200863214,102545511820,139115773402,166593090667,173970561923,188597176584,209664146568,247842832851,295415681727,304527906323,291681812290,261792686871,260592486384,271829091345,297771712286,337582122152,332859865025,310194629117,325679346189,336641953004,326824430964,319833545595,314938193137,366585951388,404590546918,420077868172,419380870377,429763969182,473036463060,463115978685,496725324789,561087714261,651922428646,754991023850,904241832514,1054078904831,1265045095746,1249743457067,1582445092163,1796073713915,1941433700230,2095659318845,2265822106243,2220988810518,
IDA blend,IDB,16066017655,17171260146,18198146453,18881846251,20630755423,22973403732,24714494155,25030983407,25986511171,29550503088,40248096315,37353034389,41502681940,43880815680,64162797351,73565509555,88480481287,92542474714,97699149366,120344070275,153882017437,161327430631,152784322142,128899061495,123191415033,122008214471,130767906221,152715525085,147693895209,128608376627,137168209559,145200292786,146989371666,141706204787,144809335190,170931380804,189486494876,193919064068,187617201645,196571647514,220551740771,215113671383,232952309097,264167787124,315237217339,370480509229,453651747359,518206138734,627527437635,600784169971,851672684956,984134973248,1081970124309,1178772671114,1278620145196,1219731223579,
Indonesia,IDN,,,,,,,,5980840376,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,101455197786,114426498045,128167999846,139116270052,158006849879,176892148243,202132032844,227369671349,215748854647,95445548017,140001352527,165021012261,160446947638,195660611034,234772458818,256836883304,285868619206,364570515631,432216737775,510228634992,539580085612,755094157595,892969104530,917869913365,912524136718,890487074596,861933968740,
IDA only,IDX,24957530825,26718826419,28157305948,29962357722,31934242281,35847307374,39197027855,41341710440,42742939986,46448890661,49220374448,51354038061,49568830908,60199812339,76270388196,95192036180,85666062366,96849297738,113782637467,128771927688,141172639785,142470113066,138386690757,133317376713,138371414536,151398611609,169460385966,186618869684,187551177072,185458652699,192185889906,194375475494,181746951274,180323360366,171587066534,197034779295,216515902160,228001474608,234402053664,235320416896,254267763503,249850486949,265502628577,298756679252,337877322706,385277966293,450382403577,536835254981,638036770399,651081578217,725816940327,804844796794,850197714902,906961137115,976357340890,991555821372,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727081,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,5686310749,5827830311,5047757848,5420291955,6066057183,6432879504,6754330155,,,
India,IND,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,101271489826,100199514365,104518118777,123617837582,139708688962,155674337010,189594121352,196883474523,204234366470,222090283347,215878233651,236589100981,253352444883,283926977522,301790951204,301233728793,326608014285,274842161318,293262722482,284194018792,333014993710,366600193391,399787263893,423160799041,428740690380,466866720521,476609148165,493954161368,523968381477,618356467437,721584805205,834214699568,949116769619,1238699170079,1224097069460,1365371474048,1708458876830,1815865716202,1824960308641,1863208343558,2042438591344,2073542978209,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4400933850,5103977386,6325159323,7489577851,7905731909,9494462892,9464377441,11260977195,14664452582,18339915861,21772289367,20693412346,21498879946,20789378193,20129238177,21293909553,28746831708,33958627692,37815334013,39282476058,49361026052,49843437571,55981360981,52476367136,57161804122,69217500631,75850514113,82816779608,90074803073,98688885468,99833960199,109076737092,127937524280,164537038262,193911407996,211388699291,231995095847,269714892828,274713996338,235387174076,220076114437,241784795802,224652132155,238259956627,250813607686,238020405900,
"Iran, Islamic Rep.",IRN,4199134389,4426949094,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089608,10976245154,13731801564,17153463263,27081696761,46209092072,51776222072,68055291547,80600119984,77994318310,90391879282,94362279603,100499312213,125948751251,156365162308,162276727865,180183626090,209094553498,134009992536,123057860490,120496362916,124813270134,,,63743623232,71841461173,96419225744,120403931885,113919163421,110276913363,113848450088,109591707802,126878750296,128626917504,153544751395,183697185042,219845971945,258645743978,337474485087,397189565319,398978104575,467790215915,592037800187,587209369683,511620875087,425326068423,,
